FloorPlanId,Address,City,State,Zip,Size(sqf),HallwayType,OwnerId,Rate,,,,,,,,,
17,Anthony Hall 116,Carbondale,IL,62901,636,terraced,25352,4,,,,,,,,,
28,Anthony Hall 116,Carbondale,IL,62901,910,mixed,25353,3.1,,,,,,,,,
10,Anthony Hall 116,Carbondale,IL,62901,1629,terraced,25354,3.8,,,,,,,,,
37,Anthony Hall 116,Carbondale,IL,62901,508,corridor,25355,3.7,,,,,,,,,
22,Anthony Hall 116,Carbondale,IL,62901,1412,mixed,25356,4,,,,,,,,,
2,Anthony Hall 116,Carbondale,IL,62901,2056,corridor,25357,3.9,,,,,,,,,
31,Anthony Hall 116,Carbondale,IL,62901,914,terraced,25358,4.5,,,,,,,,,
22,Anthony Hall 116,Carbondale,IL,62901,288,mixed,25359,4.6,,,,,,,,,
2,Anthony Hall 116,Carbondale,IL,62901,572,terraced,25360,4.7,,,,,,,,,
29,Anthony Hall 116,Carbondale,IL,62901,288,mixed,25361,4.4,,,,,,,,,
33,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25362,3.8,,,,,,,,,
39,Anthony Hall 116,Carbondale,IL,62901,270,terraced,25363,4.3,,,,,,,,,
18,Anthony Hall 116,Carbondale,IL,62901,288,terraced,25364,4,,,,,,,,,
15,Anthony Hall 116,Carbondale,IL,62901,1448,terraced,25365,4,,,,,,,,,
19,Anthony Hall 116,Carbondale,IL,62901,640,terraced,25366,3.8,,,,,,,,,
16,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25367,3.8,,,,,,,,,
26,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25368,3.7,,,,,,,,,
11,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25369,3.9,,,,,,,,,
18,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25370,3.5,,,,,,,,,
10,Anthony Hall 116,Carbondale,IL,62901,288,terraced,25371,4.1,,,,,,,,,
24,Anthony Hall 116,Carbondale,IL,62901,914,mixed,25372,4.4,,,,,,,,,
6,Anthony Hall 116,Carbondale,IL,62901,914,mixed,25373,4.1,,,,,,,,,
39,Anthony Hall 116,Carbondale,IL,62901,644,mixed,25374,4.1,,,,,,,,,
30,Anthony Hall 116,Carbondale,IL,62901,1394,terraced,25375,4,,,,,,,,,
19,Anthony Hall 116,Carbondale,IL,62901,743,terraced,25376,4.2,,,,,,,,,
4,Anthony Hall 116,Carbondale,IL,62901,914,terraced,25377,4.7,,,,,,,,,
11,Anthony Hall 116,Carbondale,IL,62901,288,terraced,25378,4.5,,,,,,,,,
6,Anthony Hall 116,Carbondale,IL,62901,1761,terraced,25379,4.9,,,,,,,,,
21,Anthony Hall 116,Carbondale,IL,62901,288,terraced,25380,4.9,,,,,,,,,
24,Anthony Hall 116,Carbondale,IL,62901,1394,mixed,25381,4.5,,,,,,,,,
29,Anthony Hall 116,Carbondale,IL,62901,644,mixed,25382,4.7,,,,,,,,,
19,Anthony Hall 116,Carbondale,IL,62901,829,mixed,25383,4.6,,,,,,,,,
28,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25384,4.7,,,,,,,,,
22,Anthony Hall 116,Carbondale,IL,62901,829,mixed,25385,4.5,,,,,,,,,
7,Anthony Hall 116,Carbondale,IL,62901,914,terraced,25386,4.1,,,,,,,,,
3,Anthony Hall 116,Carbondale,IL,62901,1192,mixed,25387,4.5,,,,,,,,,
24,Anthony Hall 116,Carbondale,IL,62901,1643,corridor,25388,4.9,,,,,,,,,
14,Anthony Hall 116,Carbondale,IL,62901,903,corridor,25389,3.8,,,,,,,,,
11,Anthony Hall 116,Carbondale,IL,62901,1643,mixed,25390,4.8,,,,,,,,,
20,Anthony Hall 116,Carbondale,IL,62901,1387,terraced,25391,4.4,,,,,,,,,
18,Anthony Hall 116,Carbondale,IL,62901,914,mixed,25392,4.5,,,,,,,,,
33,Anthony Hall 116,Carbondale,IL,62901,1131,corridor,25393,4.1,,,,,,,,,
24,Anthony Hall 116,Carbondale,IL,62901,1387,terraced,25394,4.7,,,,,,,,,
20,Anthony Hall 116,Carbondale,IL,62901,644,corridor,25395,4.3,,,,,,,,,
26,Anthony Hall 116,Carbondale,IL,62901,430,terraced,25396,4.6,,,,,,,,,
1,Anthony Hall 116,Carbondale,IL,62901,558,mixed,25397,3.3,,,,,,,,,
28,Anthony Hall 116,Carbondale,IL,62901,910,terraced,25398,3.3,,,,,,,,,
6,Anthony Hall 116,Carbondale,IL,62901,910,corridor,25399,4,,,,,,,,,
14,Anthony Hall 116,Carbondale,IL,62901,814,terraced,25400,4.4,,,,,,,,,
20,Anthony Hall 116,Carbondale,IL,62901,1483,corridor,25401,3.9,,,,,,,,,
35,Anthony Hall 116,Carbondale,IL,62901,1690,mixed,25402,3.9,,,,,,,,,
13,Anthony Hall 116,Carbondale,IL,62901,1743,terraced,25403,4.3,,,,,,,,,
31,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25404,4.9,,,,,,,,,
11,Anthony Hall 116,Carbondale,IL,62901,914,terraced,25405,4,,,,,,,,,
5,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25406,4.1,,,,,,,,,
38,Anthony Hall 116,Carbondale,IL,62901,1448,terraced,25407,4.1,,,,,,,,,
28,Anthony Hall 116,Carbondale,IL,62901,914,terraced,25408,3.4,,,,,,,,,
33,Anthony Hall 116,Carbondale,IL,62901,829,corridor,25409,3.6,,,,,,,,,
3,Anthony Hall 116,Carbondale,IL,62901,644,terraced,25410,4.5,,,,,,,,,
4,Campus Box 1151,Edwardsville,IL,62026-1151,355,terraced,25411,3.7,,,,,,,,,
25,Campus Box 1151,Edwardsville,IL,62026-1151,576,terraced,25412,4.5,,,,,,,,,
3,Campus Box 1151,Edwardsville,IL,62026-1151,572,terraced,25413,4.2,,,,,,,,,
9,Campus Box 1151,Edwardsville,IL,62026-1151,914,terraced,25414,4.3,,,,,,,,,
1,Campus Box 1151,Edwardsville,IL,62026-1151,914,terraced,25415,4.2,,,,,,,,,
23,Campus Box 1151,Edwardsville,IL,62026-1151,288,corridor,25416,4.3,,,,,,,,,
11,Campus Box 1151,Edwardsville,IL,62026-1151,829,corridor,25417,3.4,,,,,,,,,
2,Campus Box 1151,Edwardsville,IL,62026-1151,288,terraced,25418,3.4,,,,,,,,,
34,Campus Box 1151,Edwardsville,IL,62026-1151,914,terraced,25419,4.6,,,,,,,,,
36,Campus Box 1151,Edwardsville,IL,62026-1151,644,terraced,25420,4,,,,,,,,,
14,Campus Box 1151,Edwardsville,IL,62026-1151,829,terraced,25421,4.2,,,,,,,,,
10,Campus Box 1151,Edwardsville,IL,62026-1151,576,terraced,25422,3.8,,,,,,,,,
38,Campus Box 1151,Edwardsville,IL,62026-1151,1167,mixed,25423,3.8,,,,,,,,,
38,Campus Box 1151,Edwardsville,IL,62026-1151,355,mixed,25424,4.9,,,,,,,,,
31,Campus Box 1151,Edwardsville,IL,62026-1151,914,mixed,25425,3.6,,,,,,,,,
9,Campus Box 1151,Edwardsville,IL,62026-1151,868,mixed,25426,4.3,,,,,,,,,
26,Campus Box 1151,Edwardsville,IL,62026-1151,1643,corridor,25427,4,,,,,,,,,
22,Campus Box 1151,Edwardsville,IL,62026-1151,1643,mixed,25428,3.7,,,,,,,,,
5,Campus Box 1151,Edwardsville,IL,62026-1151,1643,corridor,25429,4,,,,,,,,,
7,Campus Box 1151,Edwardsville,IL,62026-1151,914,mixed,25430,3.8,,,,,,,,,
29,Campus Box 1151,Edwardsville,IL,62026-1151,1377,mixed,25431,4.7,,,,,,,,,
18,Campus Box 1151,Edwardsville,IL,62026-1151,903,terraced,25432,3.9,,,,,,,,,
27,Campus Box 1151,Edwardsville,IL,62026-1151,868,corridor,25433,4.4,,,,,,,,,
14,Campus Box 1151,Edwardsville,IL,62026-1151,1928,mixed,25434,4.3,,,,,,,,,
30,Campus Box 1151,Edwardsville,IL,62026-1151,914,corridor,25435,4.5,,,,,,,,,
7,Campus Box 1151,Edwardsville,IL,62026-1151,910,corridor,25436,3.9,,,,,,,,,
37,Campus Box 1151,Edwardsville,IL,62026-1151,811,mixed,25437,3.7,,,,,,,,,
39,Campus Box 1151,Edwardsville,IL,62026-1151,910,terraced,25438,4.1,,,,,,,,,
36,Campus Box 1151,Edwardsville,IL,62026-1151,587,terraced,25439,3.7,,,,,,,,,
32,Campus Box 1151,Edwardsville,IL,62026-1151,160,mixed,25440,4.2,,,,,,,,,
3,Campus Box 1151,Edwardsville,IL,62026-1151,1483,mixed,25441,4.4,,,,,,,,,
6,Campus Box 1151,Edwardsville,IL,62026-1151,1690,mixed,25442,3.9,,,,,,,,,
39,Campus Box 1151,Edwardsville,IL,62026-1151,1444,terraced,25443,4,,,,,,,,,
8,Campus Box 1151,Edwardsville,IL,62026-1151,914,corridor,25444,4.5,,,,,,,,,
14,Campus Box 1151,Edwardsville,IL,62026-1151,818,mixed,25445,4.4,,,,,,,,,
32,Campus Box 1151,Edwardsville,IL,62026-1151,743,mixed,25446,3.8,,,,,,,,,
27,Campus Box 1151,Edwardsville,IL,62026-1151,743,terraced,25447,3.8,,,,,,,,,
5,1401 E. State St.,Rockford,IL,61104,914,terraced,25448,3.6,,,,,,,,,
37,1401 E. State St.,Rockford,IL,61104,572,terraced,25449,4.5,,,,,,,,,
14,"318 West Adams, Suite 500",Chicago,IL,60606,355,corridor,25450,4,,,,,,,,,
29,3535 West Foster Ave.,Chicago,IL,60625,2337,terraced,25451,4.8,,,,,,,,,
27,15800 South State Street,South Holland,IL,60473-1200,288,terraced,25452,4.4,,,,,,,,,
29,15800 South State Street,South Holland,IL,60473-1200,644,corridor,25453,3.8,,,,,,,,,
3,15800 South State Street,South Holland,IL,60473-1200,644,terraced,25454,4.1,,,,,,,,,
29,15800 South State Street,South Holland,IL,60473-1200,1419,terraced,25455,4.1,,,,,,,,,
20,15800 South State Street,South Holland,IL,60473-1200,355,terraced,25456,4.4,,,,,,,,,
11,15800 South State Street,South Holland,IL,60473-1200,572,terraced,25457,4.9,,,,,,,,,
12,15800 South State Street,South Holland,IL,60473-1200,355,terraced,25458,4.9,,,,,,,,,
28,219 N State St,Litchfield,IL,62056,355,terraced,25459,4.3,,,,,,,,,
21,6601 W College Dr,Palos Heights,IL,60463-0929,743,terraced,25460,4.1,,,,,,,,,
38,6601 W College Dr,Palos Heights,IL,60463-0929,1419,terraced,25461,4,,,,,,,,,
27,6601 W College Dr,Palos Heights,IL,60463-0929,1167,terraced,25462,4.1,,,,,,,,,
19,6601 W College Dr,Palos Heights,IL,60463-0929,572,terraced,25463,4.2,,,,,,,,,
2,6601 W College Dr,Palos Heights,IL,60463-0929,743,terraced,25464,4.5,,,,,,,,,
16,6601 W College Dr,Palos Heights,IL,60463-0929,914,terraced,25465,4.7,,,,,,,,,
31,6601 W College Dr,Palos Heights,IL,60463-0929,914,terraced,25466,4.1,,,,,,,,,
21,2065 Half Day Rd,Deerfield,IL,60015-1283,213,terraced,25467,4.4,,,,,,,,,
23,2065 Half Day Rd,Deerfield,IL,60015-1283,914,corridor,25468,3.9,,,,,,,,,
27,2065 Half Day Rd,Deerfield,IL,60015-1283,743,corridor,25469,4.2,,,,,,,,,
6,2065 Half Day Rd,Deerfield,IL,60015-1283,1387,corridor,25470,4.3,,,,,,,,,
11,2065 Half Day Rd,Deerfield,IL,60015-1283,2092,corridor,25471,3.8,,,,,,,,,
23,2065 Half Day Rd,Deerfield,IL,60015-1283,1643,terraced,25472,4.4,,,,,,,,,
2,2065 Half Day Rd,Deerfield,IL,60015-1283,779,terraced,25473,4.3,,,,,,,,,
13,2065 Half Day Rd,Deerfield,IL,60015-1283,1519,terraced,25474,4.4,,,,,,,,,
16,2065 Half Day Rd,Deerfield,IL,60015-1283,1928,terraced,25475,3.9,,,,,,,,,
25,2065 Half Day Rd,Deerfield,IL,60015-1283,903,terraced,25476,3.4,,,,,,,,,
21,2065 Half Day Rd,Deerfield,IL,60015-1283,903,corridor,25477,4,,,,,,,,,
21,2065 Half Day Rd,Deerfield,IL,60015-1283,868,terraced,25478,4.5,,,,,,,,,
28,2065 Half Day Rd,Deerfield,IL,60015-1283,1643,terraced,25479,4.1,,,,,,,,,
1,2065 Half Day Rd,Deerfield,IL,60015-1283,1643,corridor,25480,4,,,,,,,,,
27,2065 Half Day Rd,Deerfield,IL,60015-1283,1643,terraced,25481,4.5,,,,,,,,,
28,2065 Half Day Rd,Deerfield,IL,60015-1283,868,terraced,25482,3.9,,,,,,,,,
14,2065 Half Day Rd,Deerfield,IL,60015-1283,914,terraced,25483,4.1,,,,,,,,,
20,2065 Half Day Rd,Deerfield,IL,60015-1283,1387,terraced,25484,4.9,,,,,,,,,
30,2065 Half Day Rd,Deerfield,IL,60015-1283,1928,terraced,25485,4.3,,,,,,,,,
16,2065 Half Day Rd,Deerfield,IL,60015-1283,1643,mixed,25486,4.8,,,,,,,,,
35,2065 Half Day Rd,Deerfield,IL,60015-1283,910,corridor,25487,4,,,,,,,,,
1,2065 Half Day Rd,Deerfield,IL,60015-1283,1160,mixed,25488,4.4,,,,,,,,,
32,2065 Half Day Rd,Deerfield,IL,60015-1283,814,mixed,25489,4.2,,,,,,,,,
12,2065 Half Day Rd,Deerfield,IL,60015-1283,910,terraced,25490,4.1,,,,,,,,,
5,2065 Half Day Rd,Deerfield,IL,60015-1283,587,mixed,25491,4.3,,,,,,,,,
10,2065 Half Day Rd,Deerfield,IL,60015-1283,135,mixed,25492,4.6,,,,,,,,,
27,2000 5th Ave,River Grove,IL,60171-1995,135,mixed,25493,4.3,,,,,,,,,
33,2000 5th Ave,River Grove,IL,60171-1995,156,mixed,25494,4.4,,,,,,,,,
3,2000 5th Ave,River Grove,IL,60171-1995,1483,mixed,25495,4.4,,,,,,,,,
24,2000 5th Ave,River Grove,IL,60171-1995,1444,terraced,25496,3.8,,,,,,,,,
10,2913 W. White Oaks Dr.,Springfield,IL,62704,1483,mixed,25497,3.4,,,,,,,,,
30,3140 S. Federal St.,Chicago,IL,60616-3731,1483,terraced,25498,2.4,,,,,,,,,
16,3140 S. Federal St.,Chicago,IL,60616-3731,1483,mixed,25499,3.7,,,,,,,,,
29,3140 S. Federal St.,Chicago,IL,60616-3731,451,mixed,25500,3.6,,,,,,,,,
30,Rte 47 at Waubonsee Drive,Sugar Grove,IL,60554-0901,1743,terraced,25501,4,,,,,,,,,
31,Rte 47 at Waubonsee Drive,Sugar Grove,IL,60554-0901,910,terraced,25502,4,,,,,,,,,
34,Rte 47 at Waubonsee Drive,Sugar Grove,IL,60554-0901,640,terraced,25503,3.5,,,,,,,,,
23,Rte 47 at Waubonsee Drive,Sugar Grove,IL,60554-0901,914,terraced,25504,4,,,,,,,,,
13,Rte 47 at Waubonsee Drive,Sugar Grove,IL,60554-0901,1419,terraced,25505,4.5,,,,,,,,,
12,1431 N. Claremont Avenue,Chicago,IL,60622,1419,terraced,25506,3.8,,,,,,,,,
23,1431 N. Claremont Avenue,Chicago,IL,60622,1103,terraced,25507,2.5,,,,,,,,,
15,1431 N. Claremont Avenue,Chicago,IL,60622,914,terraced,25508,4.2,,,,,,,,,
24,1431 N. Claremont Avenue,Chicago,IL,60622,644,terraced,25509,4.2,,,,,,,,,
30,1431 N. Claremont Avenue,Chicago,IL,60622,576,terraced,25510,4.1,,,,,,,,,
31,1431 N. Claremont Avenue,Chicago,IL,60622,914,terraced,25511,4.2,,,,,,,,,
10,1431 N. Claremont Avenue,Chicago,IL,60622,644,terraced,25512,4,,,,,,,,,
9,1431 N. Claremont Avenue,Chicago,IL,60622,914,terraced,25513,4.2,,,,,,,,,
12,1431 N. Claremont Avenue,Chicago,IL,60622,914,terraced,25514,4.9,,,,,,,,,
28,1431 N. Claremont Avenue,Chicago,IL,60622,644,terraced,25515,4.1,,,,,,,,,
7,1 University Circle,Macomb,IL,61455,572,terraced,25516,4.1,,,,,,,,,
37,1 University Circle,Macomb,IL,61455,644,terraced,25517,4.2,,,,,,,,,
16,1 University Circle,Macomb,IL,61455,743,terraced,25518,4.6,,,,,,,,,
2,1 University Circle,Macomb,IL,61455,640,corridor,25519,4.2,,,,,,,,,
29,1 University Circle,Macomb,IL,61455,743,terraced,25520,4.3,,,,,,,,,
8,1 University Circle,Macomb,IL,61455,1167,terraced,25521,3.4,,,,,,,,,
34,1 University Circle,Macomb,IL,61455,914,mixed,25522,4.5,,,,,,,,,
30,1 University Circle,Macomb,IL,61455,914,mixed,25523,4.4,,,,,,,,,
16,1 University Circle,Macomb,IL,61455,1519,terraced,25524,4.9,,,,,,,,,
4,1 University Circle,Macomb,IL,61455,1928,terraced,25525,4.4,,,,,,,,,
36,1 University Circle,Macomb,IL,61455,1519,terraced,25526,4.1,,,,,,,,,
12,1 University Circle,Macomb,IL,61455,857,terraced,25527,4.3,,,,,,,,,
28,1 University Circle,Macomb,IL,61455,868,terraced,25528,4.2,,,,,,,,,
10,1 University Circle,Macomb,IL,61455,914,terraced,25529,4.6,,,,,,,,,
30,1 University Circle,Macomb,IL,61455,868,terraced,25530,4.4,,,,,,,,,
34,1 University Circle,Macomb,IL,61455,1387,terraced,25531,3.8,,,,,,,,,
26,1 University Circle,Macomb,IL,61455,1643,corridor,25532,4.2,,,,,,,,,
19,1 University Circle,Macomb,IL,61455,1928,terraced,25533,4.3,,,,,,,,,
32,1 University Circle,Macomb,IL,61455,1387,terraced,25534,4.4,,,,,,,,,
15,1 University Circle,Macomb,IL,61455,1131,terraced,25535,4.2,,,,,,,,,
26,1 University Circle,Macomb,IL,61455,1928,corridor,25536,4.7,,,,,,,,,
1,1 University Circle,Macomb,IL,61455,1643,mixed,25537,4.7,,,,,,,,,
3,1 University Circle,Macomb,IL,61455,1643,terraced,25538,4.9,,,,,,,,,
11,1 University Circle,Macomb,IL,61455,868,corridor,25539,4.2,,,,,,,,,
11,1 University Circle,Macomb,IL,61455,903,mixed,25540,4.9,,,,,,,,,
25,1 University Circle,Macomb,IL,61455,1643,terraced,25541,4.2,,,,,,,,,
12,1 University Circle,Macomb,IL,61455,871,terraced,25542,3.7,,,,,,,,,
22,1 University Circle,Macomb,IL,61455,868,corridor,25543,4.5,,,,,,,,,
1,1 University Circle,Macomb,IL,61455,1387,mixed,25544,4.7,,,,,,,,,
20,501 College Ave,Wheaton,IL,60187-5593,558,mixed,25545,4.3,,,,,,,,,
21,501 College Ave,Wheaton,IL,60187-5593,644,mixed,25546,4.1,,,,,,,,,
32,501 College Ave,Wheaton,IL,60187-5593,910,corridor,25547,4.2,,,,,,,,,
18,501 College Ave,Wheaton,IL,60187-5593,910,corridor,25548,3.7,,,,,,,,,
32,501 College Ave,Wheaton,IL,60187-5593,910,terraced,25549,4,,,,,,,,,
9,501 College Ave,Wheaton,IL,60187-5593,910,mixed,25550,4,,,,,,,,,
28,1200 W Algonquin Rd,Palatine,IL,60067-7398,811,mixed,25551,0,,,,,,,,,
9,1200 W Algonquin Rd,Palatine,IL,60067-7398,910,mixed,25552,0,,,,,,,,,
13,1200 W Algonquin Rd,Palatine,IL,60067-7398,814,mixed,25553,0,,,,,,,,,
39,1200 W Algonquin Rd,Palatine,IL,60067-7398,910,terraced,25554,0,,,,,,,,,
5,1200 W Algonquin Rd,Palatine,IL,60067-7398,135,mixed,25555,0,,,,,,,,,
32,1200 W Algonquin Rd,Palatine,IL,60067-7398,1273,mixed,25556,3.1,,,,,,,,,
2,1200 W Algonquin Rd,Palatine,IL,60067-7398,1483,terraced,25557,3.4,,,,,,,,,
37,1200 W Algonquin Rd,Palatine,IL,60067-7398,1483,mixed,25558,2.9,,,,,,,,,
17,1200 W Algonquin Rd,Palatine,IL,60067-7398,640,corridor,25559,3.2,,,,,,,,,
19,1200 W Algonquin Rd,Palatine,IL,60067-7398,1761,mixed,25560,0,,,,,,,,,
35,9601 Union Road,Donaldson,IN,46513-0001,1366,corridor,25561,3.1,,,,,,,,,
31,1100 E 5th St,Anderson,IN,46012-3495,277,corridor,25562,3.5,,,,,,,,,
21,1100 E 5th St,Anderson,IN,46012-3495,914,corridor,25563,3.7,,,,,,,,,
30,1100 E 5th St,Anderson,IN,46012-3495,1394,mixed,25564,3.8,,,,,,,,,
10,1100 E 5th St,Anderson,IN,46012-3495,1394,terraced,25565,3,,,,,,,,,
18,1100 E 5th St,Anderson,IN,46012-3495,355,terraced,25566,3.5,,,,,,,,,
25,1100 E 5th St,Anderson,IN,46012-3495,1451,terraced,25567,3.5,,,,,,,,,
17,1100 E 5th St,Anderson,IN,46012-3495,572,terraced,25568,2.4,,,,,,,,,
23,1100 E 5th St,Anderson,IN,46012-3495,1288,corridor,25569,3.4,,,,,,,,,
28,1100 E 5th St,Anderson,IN,46012-3495,288,terraced,25570,3.4,,,,,,,,,
18,1100 E 5th St,Anderson,IN,46012-3495,576,terraced,25571,2.7,,,,,,,,,
39,1100 E 5th St,Anderson,IN,46012-3495,914,corridor,25572,4.5,,,,,,,,,
20,1100 E 5th St,Anderson,IN,46012-3495,914,terraced,25573,4.5,,,,,,,,,
31,1100 E 5th St,Anderson,IN,46012-3495,914,terraced,25574,3.5,,,,,,,,,
10,1100 E 5th St,Anderson,IN,46012-3495,572,terraced,25575,3.9,,,,,,,,,
35,1100 E 5th St,Anderson,IN,46012-3495,1761,terraced,25576,3.8,,,,,,,,,
34,1100 E 5th St,Anderson,IN,46012-3495,829,terraced,25577,3.9,,,,,,,,,
37,1100 E 5th St,Anderson,IN,46012-3495,644,terraced,25578,3.9,,,,,,,,,
14,1100 E 5th St,Anderson,IN,46012-3495,914,terraced,25579,3.7,,,,,,,,,
22,1100 E 5th St,Anderson,IN,46012-3495,1419,terraced,25580,3.7,,,,,,,,,
35,1100 E 5th St,Anderson,IN,46012-3495,644,terraced,25581,3.7,,,,,,,,,
10,1100 E 5th St,Anderson,IN,46012-3495,288,terraced,25582,3.8,,,,,,,,,
11,333 Jackson St,Anderson,IN,46016-1158,914,terraced,25583,3.9,,,,,,,,,
1,2401 University Ave,Muncie,IN,47303,206,terraced,25584,3.9,,,,,,,,,
35,2401 University Ave,Muncie,IN,47303,576,terraced,25585,3.9,,,,,,,,,
32,2000 University Ave,Muncie,IN,47306,355,terraced,25586,3.9,,,,,,,,,
6,2000 University Ave,Muncie,IN,47306,743,terraced,25587,3.6,,,,,,,,,
35,2000 University Ave,Muncie,IN,47306,868,terraced,25588,3.7,,,,,,,,,
24,2000 University Ave,Muncie,IN,47306,868,terraced,25589,3.5,,,,,,,,,
27,2000 University Ave,Muncie,IN,47306,903,terraced,25590,3.7,,,,,,,,,
39,2000 University Ave,Muncie,IN,47306,868,terraced,25591,3.8,,,,,,,,,
31,2000 University Ave,Muncie,IN,47306,871,terraced,25592,4.1,,,,,,,,,
1,2000 University Ave,Muncie,IN,47306,1377,terraced,25593,4.1,,,,,,,,,
17,2000 University Ave,Muncie,IN,47306,1131,corridor,25594,4.1,,,,,,,,,
24,2000 University Ave,Muncie,IN,47306,903,corridor,25595,4.3,,,,,,,,,
39,2000 University Ave,Muncie,IN,47306,1643,corridor,25596,4,,,,,,,,,
9,2000 University Ave,Muncie,IN,47306,868,terraced,25597,4,,,,,,,,,
17,2000 University Ave,Muncie,IN,47306,903,terraced,25598,4,,,,,,,,,
15,2000 University Ave,Muncie,IN,47306,868,corridor,25599,4.2,,,,,,,,,
39,2000 University Ave,Muncie,IN,47306,868,terraced,25600,3.4,,,,,,,,,
8,2000 University Ave,Muncie,IN,47306,1519,terraced,25601,3.2,,,,,,,,,
35,2000 University Ave,Muncie,IN,47306,1643,terraced,25602,3.4,,,,,,,,,
29,2000 University Ave,Muncie,IN,47306,1643,terraced,25603,3.1,,,,,,,,,
37,2000 University Ave,Muncie,IN,47306,1643,terraced,25604,2.6,,,,,,,,,
38,2000 University Ave,Muncie,IN,47306,868,terraced,25605,2.5,,,,,,,,,
37,2000 University Ave,Muncie,IN,47306,1796,terraced,25606,3.3,,,,,,,,,
14,2000 University Ave,Muncie,IN,47306,868,mixed,25607,3.9,,,,,,,,,
37,2000 University Ave,Muncie,IN,47306,1643,mixed,25608,3.7,,,,,,,,,
27,2000 University Ave,Muncie,IN,47306,868,mixed,25609,0,,,,,,,,,
6,2000 University Ave,Muncie,IN,47306,1377,corridor,25610,3.4,,,,,,,,,
31,2000 University Ave,Muncie,IN,47306,910,mixed,25611,3.6,,,,,,,,,
12,2000 University Ave,Muncie,IN,47306,910,mixed,25612,3.7,,,,,,,,,
4,2000 University Ave,Muncie,IN,47306,907,terraced,25613,3.8,,,,,,,,,
22,2000 University Ave,Muncie,IN,47306,907,terraced,25614,3.8,,,,,,,,,
3,2000 University Ave,Muncie,IN,47306,910,mixed,25615,0,,,,,,,,,
4,1001 W McKinley Ave,Mishawaka,IN,46545,910,mixed,25616,0,,,,,,,,,
12,1001 W McKinley Ave,Mishawaka,IN,46545,587,mixed,25617,0,,,,,,,,,
17,1001 W McKinley Ave,Mishawaka,IN,46545,676,corridor,25618,0,,,,,,,,,
2,1001 W McKinley Ave,Mishawaka,IN,46545,156,mixed,25619,0,,,,,,,,,
8,1001 W McKinley Ave,Mishawaka,IN,46545,1444,mixed,25620,0,,,,,,,,,
25,1001 W McKinley Ave,Mishawaka,IN,46545,1483,terraced,25621,0,,,,,,,,,
12,1001 W McKinley Ave,Mishawaka,IN,46545,508,terraced,25622,4.1,,,,,,,,,
35,1001 W McKinley Ave,Mishawaka,IN,46545,914,corridor,25623,4,,,,,,,,,
38,1001 W McKinley Ave,Mishawaka,IN,46545,1149,mixed,25624,0,,,,,,,,,
11,1001 W McKinley Ave,Mishawaka,IN,46545,1412,mixed,25625,3.3,,,,,,,,,
1,1001 W McKinley Ave,Mishawaka,IN,46545,1149,terraced,25626,2.5,,,,,,,,,
4,4600 Sunset Ave,Indianapolis,IN,46208,818,mixed,25627,2.6,,,,,,,,,
8,4600 Sunset Ave,Indianapolis,IN,46208,1437,mixed,25628,2.5,,,,,,,,,
28,4600 Sunset Ave,Indianapolis,IN,46208,1412,terraced,25629,2.8,,,,,,,,,
16,4600 Sunset Ave,Indianapolis,IN,46208,914,mixed,25630,3.2,,,,,,,,,
29,4600 Sunset Ave,Indianapolis,IN,46208,644,terraced,25631,3.1,,,,,,,,,
30,4600 Sunset Ave,Indianapolis,IN,46208,644,mixed,25632,3.2,,,,,,,,,
35,4600 Sunset Ave,Indianapolis,IN,46208,355,mixed,25633,3.1,,,,,,,,,
16,4600 Sunset Ave,Indianapolis,IN,46208,572,mixed,25634,2.8,,,,,,,,,
27,2400 New York Ave,Whiting,IN,46394,914,mixed,25635,2.8,,,,,,,,,
4,2400 New York Ave,Whiting,IN,46394,1419,terraced,25636,3,,,,,,,,,
14,2400 New York Ave,Whiting,IN,46394,644,terraced,25637,2.8,,,,,,,,,
14,2400 New York Ave,Whiting,IN,46394,914,corridor,25638,2.8,,,,,,,,,
30,2400 New York Ave,Whiting,IN,46394,644,corridor,25639,2.6,,,,,,,,,
29,2400 New York Ave,Whiting,IN,46394,914,mixed,25640,2.9,,,,,,,,,
32,2400 New York Ave,Whiting,IN,46394,640,terraced,25641,3.1,,,,,,,,,
9,2400 New York Ave,Whiting,IN,46394,644,terraced,25642,2.7,,,,,,,,,
35,2400 New York Ave,Whiting,IN,46394,914,terraced,25643,2.9,,,,,,,,,
3,2400 New York Ave,Whiting,IN,46394,1103,terraced,25644,2.5,,,,,,,,,
27,2400 New York Ave,Whiting,IN,46394,1103,terraced,25645,2.8,,,,,,,,,
30,2400 New York Ave,Whiting,IN,46394,288,terraced,25646,3.5,,,,,,,,,
8,2400 New York Ave,Whiting,IN,46394,2337,terraced,25647,3.8,,,,,,,,,
9,2400 New York Ave,Whiting,IN,46394,2337,terraced,25648,3.5,,,,,,,,,
22,2400 New York Ave,Whiting,IN,46394,829,terraced,25649,0,,,,,,,,,
