ApartmentId,RoomType,ShareBath,FloorType,
8371,Guest Bedroom,0,Other,
10973,Guest Bedroom,0,HardWood,
10682,Master Bedroom,1,Carpet,
5048,Master Bedroom,0,Other,
3538,Other,0,Laminate,
3212,Other,1,HardWood,
123,Master Bedroom,1,Other,
6314,Guest Bedroom,1,Carpet,
9695,Other,0,Carpet,
9604,Guest Bedroom,0,HardWood,
10915,Guest Bedroom,0,Carpet,
11533,Master Bedroom,1,Laminate,
6544,Master Bedroom,0,HardWood,
3822,Master Bedroom,0,HardWood,
5540,Master Bedroom,1,Carpet,
11484,Guest Bedroom,1,Other,
6677,Master Bedroom,0,Other,
11346,Other,0,Laminate,
7323,Guest Bedroom,1,HardWood,
4818,Master Bedroom,0,Laminate,
7950,Other,0,Carpet,
10195,Guest Bedroom,0,Laminate,
1296,Other,1,Carpet,
6810,Master Bedroom,0,Carpet,
9756,Other,1,Other,
8482,Master Bedroom,0,Other,
713,Other,0,Other,
6117,Master Bedroom,1,Carpet,
4080,Master Bedroom,0,Carpet,
6667,Guest Bedroom,1,Other,
2927,Other,0,Laminate,
7838,Other,0,Laminate,
5206,Master Bedroom,1,Carpet,
4980,Master Bedroom,0,Carpet,
7284,Master Bedroom,0,Other,
10395,Master Bedroom,1,HardWood,
10799,Guest Bedroom,0,Laminate,
5025,Other,1,Other,
4137,Other,0,Laminate,
6201,Guest Bedroom,1,Laminate,
3649,Guest Bedroom,1,Laminate,
10474,Master Bedroom,1,Other,
3105,Master Bedroom,0,Other,
1863,Other,0,Laminate,
3041,Master Bedroom,1,HardWood,
10584,Master Bedroom,0,Carpet,
415,Other,1,Other,
7537,Master Bedroom,1,Other,
5242,Guest Bedroom,0,Other,
5927,Other,1,HardWood,
10734,Other,0,Carpet,
8267,Master Bedroom,0,Laminate,
1207,Guest Bedroom,0,Laminate,
9747,Other,1,Carpet,
3678,Other,1,HardWood,
2352,Guest Bedroom,0,Laminate,
3804,Master Bedroom,1,Laminate,
644,Guest Bedroom,0,HardWood,
8544,Other,0,HardWood,
6968,Guest Bedroom,0,Carpet,
8488,Guest Bedroom,1,Laminate,
4462,Guest Bedroom,0,Laminate,
5418,Guest Bedroom,0,Carpet,
4280,Other,1,Other,
11319,Guest Bedroom,0,Laminate,
10323,Master Bedroom,0,Carpet,
77,Other,1,Laminate,
2019,Guest Bedroom,1,Carpet,
10647,Other,0,Other,
4662,Guest Bedroom,1,Other,
11001,Other,1,Other,
4667,Guest Bedroom,0,Carpet,
1462,Master Bedroom,0,HardWood,
9025,Other,0,Carpet,
9744,Guest Bedroom,0,Laminate,
8353,Master Bedroom,1,Carpet,
4217,Guest Bedroom,0,Laminate,
3460,Master Bedroom,1,Other,
4449,Master Bedroom,0,Carpet,
7703,Guest Bedroom,0,Laminate,
345,Other,1,HardWood,
4243,Other,1,Other,
3726,Guest Bedroom,0,Laminate,
2741,Other,1,Other,
11438,Guest Bedroom,1,Carpet,
9515,Master Bedroom,1,HardWood,
7609,Other,0,Laminate,
9370,Other,0,Other,
3182,Guest Bedroom,0,Other,
10362,Other,0,Laminate,
9032,Guest Bedroom,1,Carpet,
9720,Guest Bedroom,1,Carpet,
2019,Guest Bedroom,1,HardWood,
4079,Guest Bedroom,1,Carpet,
1688,Master Bedroom,0,Carpet,
8114,Guest Bedroom,1,HardWood,
1889,Guest Bedroom,0,Carpet,
5770,Other,0,Laminate,
6175,Master Bedroom,0,Carpet,
7716,Master Bedroom,1,HardWood,
9290,Guest Bedroom,1,HardWood,
692,Guest Bedroom,1,Laminate,
6407,Guest Bedroom,0,Other,
5727,Guest Bedroom,1,Carpet,
6831,Master Bedroom,0,HardWood,
7199,Master Bedroom,1,Laminate,
3312,Guest Bedroom,1,Laminate,
9174,Master Bedroom,0,Carpet,
6602,Master Bedroom,1,HardWood,
468,Other,0,Other,
1048,Master Bedroom,0,HardWood,
8736,Other,0,Other,
9425,Master Bedroom,1,Other,
3965,Master Bedroom,0,Other,
551,Master Bedroom,0,Carpet,
8449,Other,1,HardWood,
9523,Guest Bedroom,0,Laminate,
5655,Other,0,Other,
1437,Master Bedroom,0,HardWood,
7115,Guest Bedroom,1,Carpet,
9247,Master Bedroom,1,Carpet,
6662,Guest Bedroom,1,HardWood,
8439,Master Bedroom,0,Carpet,
7285,Other,0,Carpet,
3017,Other,1,Laminate,
9723,Guest Bedroom,1,Carpet,
11280,Master Bedroom,1,Laminate,
6618,Master Bedroom,0,HardWood,
8498,Master Bedroom,1,HardWood,
5787,Other,0,Other,
6430,Master Bedroom,1,Laminate,
9155,Other,1,HardWood,
2292,Guest Bedroom,1,Carpet,
1386,Other,1,Carpet,
8344,Guest Bedroom,0,HardWood,
6275,Master Bedroom,1,Other,
6730,Other,1,Carpet,
3820,Guest Bedroom,1,Other,
8217,Guest Bedroom,0,Other,
87,Guest Bedroom,1,Laminate,
5358,Guest Bedroom,0,Other,
128,Guest Bedroom,1,Carpet,
2511,Guest Bedroom,0,HardWood,
762,Guest Bedroom,1,Laminate,
8303,Other,1,Laminate,
231,Guest Bedroom,0,HardWood,
1811,Other,0,Carpet,
8582,Master Bedroom,1,Other,
2488,Master Bedroom,1,Carpet,
9661,Other,1,Other,
8885,Guest Bedroom,0,Carpet,
1086,Guest Bedroom,1,Other,
294,Master Bedroom,1,Carpet,
2463,Other,0,Laminate,
10534,Master Bedroom,0,HardWood,
7246,Master Bedroom,0,Laminate,
5814,Other,0,HardWood,
3339,Guest Bedroom,0,Other,
3542,Master Bedroom,1,Laminate,
8943,Other,1,HardWood,
2877,Guest Bedroom,1,Other,
1262,Guest Bedroom,1,Carpet,
5396,Other,1,HardWood,
3819,Other,0,Carpet,
4504,Other,0,Laminate,
8148,Guest Bedroom,1,Carpet,
8076,Guest Bedroom,1,Laminate,
5218,Guest Bedroom,0,Other,
1080,Guest Bedroom,0,Other,
8801,Guest Bedroom,1,HardWood,
9222,Other,1,Other,
7551,Other,0,HardWood,
1799,Other,1,Laminate,
3176,Other,0,Other,
10215,Other,1,Laminate,
6301,Master Bedroom,0,HardWood,
4951,Master Bedroom,0,HardWood,
4527,Other,0,Laminate,
3682,Guest Bedroom,0,Carpet,
5313,Master Bedroom,1,Laminate,
681,Master Bedroom,0,HardWood,
1620,Guest Bedroom,1,Laminate,
6111,Other,1,Carpet,
3227,Master Bedroom,1,Other,
1772,Guest Bedroom,0,HardWood,
2887,Other,1,Laminate,
8434,Guest Bedroom,0,Carpet,
761,Other,0,Other,
7718,Master Bedroom,1,HardWood,
4291,Guest Bedroom,1,Laminate,
9754,Guest Bedroom,1,Other,
2077,Guest Bedroom,1,Other,
10605,Other,1,HardWood,
8024,Other,0,Other,
831,Other,1,Carpet,
7139,Other,0,Other,
7780,Guest Bedroom,1,Laminate,
2714,Other,0,Carpet,
3999,Other,1,Other,
5453,Other,1,Other,
5438,Guest Bedroom,1,Laminate,
7351,Master Bedroom,1,Other,
5722,Master Bedroom,0,HardWood,
7841,Master Bedroom,1,HardWood,
4821,Guest Bedroom,0,HardWood,
1388,Master Bedroom,0,Carpet,
4067,Master Bedroom,0,Other,
2995,Guest Bedroom,1,Laminate,
1969,Guest Bedroom,0,Carpet,
8869,Other,1,HardWood,
818,Master Bedroom,0,Carpet,
4493,Other,0,HardWood,
4449,Other,1,Other,
2707,Other,1,Laminate,
10570,Master Bedroom,1,HardWood,
4095,Guest Bedroom,0,Laminate,
4752,Guest Bedroom,0,Laminate,
1373,Other,0,HardWood,
5159,Guest Bedroom,0,HardWood,
2871,Guest Bedroom,1,HardWood,
9278,Guest Bedroom,1,Carpet,
6719,Other,1,HardWood,
6999,Other,1,HardWood,
7375,Master Bedroom,0,HardWood,
4623,Guest Bedroom,1,Other,
4719,Master Bedroom,0,Carpet,
2659,Master Bedroom,0,Carpet,
5949,Other,1,Carpet,
10976,Other,0,Laminate,
694,Master Bedroom,0,Other,
11570,Other,0,Laminate,
586,Master Bedroom,1,Carpet,
8305,Guest Bedroom,1,Other,
1261,Master Bedroom,1,Other,
4396,Master Bedroom,0,Laminate,
1345,Other,1,Other,
195,Guest Bedroom,0,Laminate,
4948,Other,1,HardWood,
5845,Guest Bedroom,0,Carpet,
1477,Other,0,HardWood,
1398,Other,0,HardWood,
1375,Guest Bedroom,1,Laminate,
11073,Guest Bedroom,1,Laminate,
782,Guest Bedroom,0,Laminate,
746,Other,1,Other,
7354,Other,1,HardWood,
8428,Other,0,Other,
3246,Guest Bedroom,0,Other,
1678,Other,0,HardWood,
10912,Guest Bedroom,1,Carpet,
2154,Guest Bedroom,1,Carpet,
2975,Master Bedroom,1,Other,
7154,Other,1,Other,
6052,Master Bedroom,0,Other,
10271,Other,1,HardWood,
10679,Guest Bedroom,1,HardWood,
5556,Guest Bedroom,0,HardWood,
1630,Guest Bedroom,1,Laminate,
10218,Master Bedroom,1,HardWood,
3175,Other,0,HardWood,
4818,Guest Bedroom,0,Laminate,
5373,Guest Bedroom,0,Laminate,
6585,Guest Bedroom,1,HardWood,
3492,Other,1,Other,
7402,Other,1,Laminate,
8393,Master Bedroom,1,Other,
10666,Other,1,Carpet,
5348,Guest Bedroom,0,Laminate,
8159,Other,1,Laminate,
2206,Other,1,Carpet,
8275,Guest Bedroom,1,HardWood,
10302,Master Bedroom,1,Laminate,
1478,Master Bedroom,1,HardWood,
6323,Master Bedroom,1,HardWood,
413,Guest Bedroom,1,Laminate,
8995,Other,0,Carpet,
1174,Guest Bedroom,0,Carpet,
9409,Guest Bedroom,1,Carpet,
2327,Other,1,HardWood,
4808,Other,0,Other,
6479,Master Bedroom,0,Carpet,
3970,Master Bedroom,1,Laminate,
7414,Other,0,Carpet,
720,Master Bedroom,1,Laminate,
8358,Other,1,Carpet,
3968,Guest Bedroom,1,HardWood,
8492,Guest Bedroom,1,Carpet,
5481,Other,1,HardWood,
8130,Guest Bedroom,0,HardWood,
5850,Other,1,Other,
8192,Master Bedroom,1,HardWood,
6820,Master Bedroom,0,Other,
436,Guest Bedroom,1,Other,
10192,Other,1,Laminate,
1958,Other,1,Carpet,
7875,Master Bedroom,0,Laminate,
565,Other,0,Other,
2863,Master Bedroom,0,HardWood,
1729,Other,0,Laminate,
5940,Guest Bedroom,0,HardWood,
2909,Master Bedroom,1,Carpet,
6084,Master Bedroom,1,HardWood,
5415,Other,1,Other,
4998,Guest Bedroom,0,Carpet,
4384,Master Bedroom,1,Carpet,
7216,Guest Bedroom,0,Other,
5950,Other,1,Laminate,
6068,Guest Bedroom,1,HardWood,
1052,Master Bedroom,1,Other,
10057,Other,0,Carpet,
3645,Guest Bedroom,1,Laminate,
18,Master Bedroom,1,Laminate,
5922,Other,0,Other,
6880,Other,0,Carpet,
2733,Master Bedroom,1,Other,
3815,Guest Bedroom,0,Carpet,
2114,Master Bedroom,0,HardWood,
9029,Guest Bedroom,0,Carpet,
979,Guest Bedroom,1,HardWood,
1619,Guest Bedroom,1,HardWood,
9360,Other,1,Carpet,
3533,Other,0,Laminate,
1515,Master Bedroom,0,Other,
11545,Guest Bedroom,0,Laminate,
4560,Master Bedroom,1,Other,
11085,Master Bedroom,1,Laminate,
2099,Master Bedroom,1,Carpet,
4155,Master Bedroom,1,Laminate,
2949,Other,1,Laminate,
2190,Master Bedroom,1,Laminate,
6524,Master Bedroom,1,HardWood,
11076,Master Bedroom,0,Other,
6861,Master Bedroom,0,Other,
6094,Master Bedroom,0,Other,
2664,Master Bedroom,1,Carpet,
3704,Other,0,HardWood,
59,Guest Bedroom,0,Other,
1490,Other,0,Laminate,
7843,Master Bedroom,0,HardWood,
5410,Other,0,Carpet,
2146,Guest Bedroom,0,Carpet,
8592,Other,0,HardWood,
2624,Other,1,Other,
2330,Guest Bedroom,0,HardWood,
4025,Master Bedroom,0,Laminate,
3342,Guest Bedroom,0,HardWood,
9096,Guest Bedroom,1,HardWood,
119,Guest Bedroom,0,HardWood,
6660,Master Bedroom,0,Carpet,
10300,Other,0,Laminate,
6002,Master Bedroom,1,HardWood,
590,Other,1,HardWood,
2576,Guest Bedroom,0,Carpet,
1390,Master Bedroom,0,Laminate,
1381,Master Bedroom,0,Other,
4323,Guest Bedroom,0,Carpet,
6693,Guest Bedroom,0,Laminate,
8448,Other,1,Other,
9523,Master Bedroom,0,Laminate,
5974,Guest Bedroom,0,Carpet,
9381,Other,0,Carpet,
4403,Guest Bedroom,0,Other,
3745,Guest Bedroom,1,Laminate,
10378,Guest Bedroom,0,HardWood,
2977,Other,0,Laminate,
1798,Other,0,Other,
9915,Other,0,HardWood,
3824,Other,0,Carpet,
2127,Guest Bedroom,1,Other,
9196,Master Bedroom,0,Other,
4494,Other,0,Carpet,
3799,Guest Bedroom,1,Laminate,
248,Master Bedroom,1,Laminate,
3268,Other,1,Laminate,
4791,Other,1,Other,
1595,Master Bedroom,1,HardWood,
1985,Other,0,Carpet,
10987,Other,1,Other,
5876,Guest Bedroom,1,HardWood,
9803,Other,1,Other,
10633,Guest Bedroom,1,Other,
7228,Other,1,Laminate,
7821,Other,1,Other,
912,Master Bedroom,1,Carpet,
2892,Master Bedroom,1,Laminate,
5176,Other,1,Laminate,
1496,Guest Bedroom,1,Carpet,
6525,Master Bedroom,1,HardWood,
7961,Guest Bedroom,0,Carpet,
4036,Other,0,Laminate,
8908,Guest Bedroom,0,Laminate,
5301,Guest Bedroom,0,Laminate,
2238,Master Bedroom,0,Carpet,
11532,Guest Bedroom,0,Other,
6867,Guest Bedroom,1,Carpet,
9931,Guest Bedroom,1,Other,
4194,Guest Bedroom,1,Other,
8583,Other,0,Other,
6121,Guest Bedroom,1,Carpet,
307,Guest Bedroom,1,HardWood,
855,Other,0,Carpet,
4139,Other,0,Other,
5897,Master Bedroom,1,Carpet,
8004,Guest Bedroom,0,Laminate,
10264,Guest Bedroom,1,Other,
11544,Guest Bedroom,0,Laminate,
10818,Guest Bedroom,1,Carpet,
5813,Other,1,HardWood,
8122,Other,1,Other,
1744,Master Bedroom,1,HardWood,
9663,Guest Bedroom,1,Laminate,
1558,Guest Bedroom,1,Other,
2509,Guest Bedroom,1,Carpet,
1843,Other,1,HardWood,
3987,Guest Bedroom,1,Carpet,
9096,Guest Bedroom,0,Laminate,
1988,Master Bedroom,0,Carpet,
11151,Other,1,HardWood,
4701,Other,1,Other,
2151,Guest Bedroom,0,Laminate,
7728,Guest Bedroom,1,Carpet,
2711,Guest Bedroom,1,Carpet,
11316,Master Bedroom,0,Other,
7580,Other,0,Other,
7061,Master Bedroom,0,Other,
5364,Guest Bedroom,1,HardWood,
8947,Master Bedroom,1,Carpet,
4261,Other,1,Other,
6068,Other,1,Laminate,
561,Master Bedroom,0,Carpet,
7278,Guest Bedroom,0,HardWood,
7427,Guest Bedroom,1,HardWood,
7456,Other,0,Carpet,
251,Other,0,Carpet,
705,Other,1,Carpet,
5199,Other,0,Other,
6504,Guest Bedroom,0,Carpet,
6935,Other,0,Other,
9110,Other,1,Laminate,
5324,Guest Bedroom,1,Laminate,
3747,Other,1,HardWood,
11411,Other,1,HardWood,
2624,Other,1,Carpet,
1841,Master Bedroom,0,Carpet,
1482,Other,1,Other,
3675,Other,0,HardWood,
3604,Other,0,HardWood,
3035,Master Bedroom,1,Laminate,
9722,Master Bedroom,0,Other,
7313,Master Bedroom,1,Carpet,
9997,Master Bedroom,1,Carpet,
10891,Other,0,Laminate,
1461,Master Bedroom,1,Other,
11559,Guest Bedroom,1,Other,
1874,Guest Bedroom,0,Other,
4588,Guest Bedroom,1,Carpet,
6751,Guest Bedroom,1,HardWood,
2564,Master Bedroom,0,Other,
6024,Master Bedroom,1,HardWood,
5636,Other,1,HardWood,
7939,Master Bedroom,1,Laminate,
3886,Other,1,Laminate,
8696,Other,0,Other,
5391,Guest Bedroom,0,Laminate,
7529,Guest Bedroom,0,Carpet,
747,Other,0,Other,
4969,Guest Bedroom,0,Carpet,
3354,Other,0,Carpet,
5524,Other,1,HardWood,
4347,Master Bedroom,1,Other,
729,Other,0,HardWood,
1422,Master Bedroom,1,Other,
5734,Master Bedroom,1,Laminate,
4742,Other,1,Other,
10472,Other,0,Laminate,
3307,Other,0,HardWood,
3770,Master Bedroom,1,Laminate,
2183,Guest Bedroom,0,Carpet,
10164,Master Bedroom,0,Carpet,
10881,Guest Bedroom,0,Carpet,
1629,Master Bedroom,1,Other,
2193,Master Bedroom,1,Other,
6096,Other,1,HardWood,
11098,Other,1,Carpet,
6067,Other,1,Laminate,
1234,Other,0,HardWood,
6666,Other,1,HardWood,
8475,Guest Bedroom,0,Laminate,
2159,Master Bedroom,0,Other,
5132,Guest Bedroom,0,Carpet,
9108,Master Bedroom,1,Other,
1419,Guest Bedroom,0,Laminate,
4981,Guest Bedroom,1,Other,
3583,Other,1,Other,
11191,Master Bedroom,1,HardWood,
6151,Other,1,Carpet,
2187,Guest Bedroom,0,Laminate,
9945,Other,1,HardWood,
2063,Other,0,Carpet,
2014,Other,0,Other,
1760,Master Bedroom,1,Other,
5992,Guest Bedroom,0,Other,
3549,Other,1,Laminate,
10989,Other,1,Carpet,
2483,Master Bedroom,1,Other,
2802,Master Bedroom,0,HardWood,
3455,Master Bedroom,1,Laminate,
2957,Guest Bedroom,0,Carpet,
2511,Master Bedroom,1,Carpet,
9751,Master Bedroom,0,HardWood,
4975,Guest Bedroom,1,Carpet,
1407,Master Bedroom,1,HardWood,
3191,Guest Bedroom,0,Carpet,
8022,Guest Bedroom,1,HardWood,
4541,Guest Bedroom,1,HardWood,
10933,Guest Bedroom,1,Laminate,
7268,Guest Bedroom,0,Carpet,
8076,Other,0,Laminate,
6782,Guest Bedroom,1,HardWood,
3115,Other,1,Carpet,
1875,Master Bedroom,0,HardWood,
11358,Other,1,HardWood,
6867,Other,1,HardWood,
8032,Master Bedroom,1,HardWood,
5850,Guest Bedroom,1,HardWood,
7803,Master Bedroom,0,HardWood,
4384,Other,1,Carpet,
6889,Master Bedroom,0,Other,
8251,Other,0,Carpet,
1356,Other,1,Laminate,
7824,Guest Bedroom,1,Other,
8109,Other,1,Other,
5817,Master Bedroom,0,Carpet,
8417,Other,1,HardWood,
5637,Guest Bedroom,1,Laminate,
8907,Guest Bedroom,0,Laminate,
7617,Other,0,HardWood,
7844,Guest Bedroom,1,Carpet,
9990,Master Bedroom,0,HardWood,
5101,Master Bedroom,1,HardWood,
9263,Other,1,Other,
1229,Other,0,Laminate,
10750,Other,0,Other,
10108,Master Bedroom,1,Carpet,
4467,Master Bedroom,0,Other,
3360,Master Bedroom,0,Laminate,
7492,Master Bedroom,0,Laminate,
2323,Other,0,Other,
3887,Guest Bedroom,1,Carpet,
6933,Master Bedroom,0,Other,
9015,Guest Bedroom,1,Other,
10833,Master Bedroom,0,HardWood,
3160,Other,0,HardWood,
6747,Master Bedroom,0,Carpet,
3996,Master Bedroom,1,Other,
4859,Guest Bedroom,1,Laminate,
9647,Other,0,Other,
6576,Guest Bedroom,0,HardWood,
3479,Other,0,HardWood,
7297,Master Bedroom,1,Other,
9742,Other,0,HardWood,
1713,Guest Bedroom,0,Carpet,
7109,Guest Bedroom,1,Other,
10755,Master Bedroom,0,Other,
7425,Master Bedroom,1,Laminate,
1944,Other,1,HardWood,
6555,Other,1,Laminate,
6932,Other,0,HardWood,
6848,Guest Bedroom,1,Laminate,
1404,Guest Bedroom,0,HardWood,
7958,Other,0,Carpet,
886,Master Bedroom,1,Laminate,
4155,Other,1,Laminate,
7490,Other,0,Carpet,
6000,Master Bedroom,0,HardWood,
9182,Master Bedroom,1,Carpet,
6930,Other,0,HardWood,
4155,Other,1,HardWood,
10506,Other,1,Carpet,
4610,Other,1,Laminate,
4598,Master Bedroom,1,HardWood,
6679,Other,0,Other,
7259,Master Bedroom,1,Carpet,
1837,Other,1,HardWood,
3747,Guest Bedroom,0,Carpet,
9344,Master Bedroom,0,Other,
7547,Guest Bedroom,1,HardWood,
1285,Other,1,Laminate,
3298,Master Bedroom,1,HardWood,
7912,Master Bedroom,1,Laminate,
5086,Guest Bedroom,1,Laminate,
10743,Master Bedroom,0,Laminate,
7564,Other,0,Carpet,
2472,Guest Bedroom,0,Carpet,
7921,Other,1,Laminate,
5351,Other,0,HardWood,
3880,Other,0,Other,
9898,Master Bedroom,0,Carpet,
6359,Master Bedroom,1,Other,
7936,Guest Bedroom,1,Carpet,
349,Master Bedroom,1,HardWood,
5403,Other,0,Carpet,
309,Guest Bedroom,0,Laminate,
7032,Other,0,HardWood,
3347,Master Bedroom,1,Other,
489,Master Bedroom,1,Carpet,
1494,Guest Bedroom,1,Carpet,
5061,Other,1,Other,
2979,Other,1,Other,
11042,Other,0,Other,
1210,Master Bedroom,0,HardWood,
6853,Other,1,HardWood,
4685,Other,1,Laminate,
1064,Guest Bedroom,0,Laminate,
10740,Master Bedroom,1,HardWood,
5210,Other,0,Laminate,
9354,Guest Bedroom,1,Carpet,
7659,Master Bedroom,1,Carpet,
942,Master Bedroom,1,HardWood,
8657,Master Bedroom,0,Laminate,
7777,Other,1,Carpet,
2202,Guest Bedroom,1,HardWood,
6260,Guest Bedroom,0,HardWood,
2769,Other,0,Carpet,
5272,Master Bedroom,0,Laminate,
11017,Master Bedroom,0,Carpet,
470,Guest Bedroom,0,HardWood,
8946,Guest Bedroom,1,HardWood,
6452,Guest Bedroom,0,Carpet,
10659,Guest Bedroom,1,HardWood,
5507,Other,1,HardWood,
4963,Other,0,Carpet,
3160,Other,1,Laminate,
9110,Guest Bedroom,0,HardWood,
784,Other,1,Carpet,
3786,Master Bedroom,0,Carpet,
3379,Master Bedroom,1,HardWood,
8138,Master Bedroom,0,Other,
10446,Master Bedroom,0,Laminate,
10099,Master Bedroom,0,Other,
9398,Other,0,HardWood,
212,Guest Bedroom,0,Other,
4813,Other,0,Other,
8664,Guest Bedroom,1,Other,
9032,Guest Bedroom,0,Laminate,
3420,Master Bedroom,1,Laminate,
3121,Guest Bedroom,1,Other,
6576,Master Bedroom,0,Carpet,
2360,Guest Bedroom,0,Carpet,
9930,Master Bedroom,1,Laminate,
4777,Other,1,HardWood,
10801,Guest Bedroom,0,Other,
2840,Other,0,Carpet,
3968,Other,0,Other,
1973,Guest Bedroom,0,HardWood,
8145,Guest Bedroom,0,Other,
3823,Master Bedroom,1,Carpet,
2401,Master Bedroom,1,Laminate,
1823,Guest Bedroom,1,Other,
1892,Guest Bedroom,1,Laminate,
7231,Guest Bedroom,0,HardWood,
10001,Other,1,Other,
11518,Master Bedroom,1,Carpet,
1504,Other,0,Carpet,
6815,Guest Bedroom,0,Carpet,
841,Other,1,HardWood,
8178,Other,1,Carpet,
1214,Guest Bedroom,1,Other,
2031,Master Bedroom,0,Other,
3641,Guest Bedroom,0,Laminate,
6007,Other,0,HardWood,
10130,Master Bedroom,0,HardWood,
2434,Master Bedroom,0,Laminate,
4597,Other,0,HardWood,
9816,Guest Bedroom,0,Other,
10532,Guest Bedroom,1,HardWood,
7416,Master Bedroom,1,HardWood,
11315,Other,0,Carpet,
4688,Master Bedroom,1,HardWood,
5601,Guest Bedroom,0,Laminate,
6952,Guest Bedroom,1,Laminate,
1200,Master Bedroom,1,HardWood,
6887,Master Bedroom,1,Laminate,
8737,Guest Bedroom,0,HardWood,
9627,Guest Bedroom,1,Other,
5148,Master Bedroom,1,Other,
4377,Guest Bedroom,1,Laminate,
7445,Master Bedroom,0,Laminate,
1216,Other,0,Laminate,
6517,Guest Bedroom,0,HardWood,
10971,Other,0,Carpet,
9353,Other,1,Carpet,
6754,Other,0,Laminate,
10285,Other,1,Carpet,
3244,Other,0,Laminate,
4711,Other,1,Other,
7407,Guest Bedroom,0,Other,
11368,Master Bedroom,0,HardWood,
5498,Other,0,Other,
8649,Other,0,Carpet,
9943,Master Bedroom,1,Other,
4245,Master Bedroom,1,Carpet,
6916,Other,0,HardWood,
1049,Guest Bedroom,0,HardWood,
911,Other,1,Other,
502,Master Bedroom,0,Laminate,
9695,Master Bedroom,1,HardWood,
11029,Other,0,Carpet,
3047,Master Bedroom,1,Other,
841,Guest Bedroom,0,Carpet,
7569,Guest Bedroom,0,Carpet,
6027,Master Bedroom,0,Carpet,
2481,Master Bedroom,1,HardWood,
1986,Master Bedroom,1,Carpet,
3249,Guest Bedroom,1,Carpet,
3378,Guest Bedroom,0,Carpet,
4869,Other,1,HardWood,
6365,Other,1,Carpet,
8230,Master Bedroom,1,Other,
1599,Master Bedroom,0,Laminate,
5383,Other,0,Carpet,
227,Master Bedroom,1,HardWood,
6558,Other,0,HardWood,
2534,Other,1,Other,
4811,Master Bedroom,1,HardWood,
2042,Other,1,HardWood,
1187,Guest Bedroom,0,Laminate,
10315,Guest Bedroom,0,Other,
3994,Guest Bedroom,0,Carpet,
10542,Other,0,HardWood,
10077,Master Bedroom,1,Laminate,
4926,Other,0,Laminate,
11476,Guest Bedroom,0,HardWood,
5950,Other,1,Carpet,
7681,Master Bedroom,0,Carpet,
227,Master Bedroom,1,Laminate,
4973,Master Bedroom,0,Carpet,
10902,Guest Bedroom,0,Laminate,
6054,Guest Bedroom,1,Carpet,
9534,Other,0,HardWood,
9531,Guest Bedroom,1,Laminate,
9487,Other,1,Carpet,
4565,Other,0,HardWood,
1733,Master Bedroom,1,Laminate,
1506,Guest Bedroom,1,Carpet,
7067,Guest Bedroom,0,Carpet,
2526,Guest Bedroom,1,HardWood,
6128,Master Bedroom,1,HardWood,
3626,Other,0,HardWood,
11482,Master Bedroom,1,Carpet,
7357,Master Bedroom,1,HardWood,
8409,Other,0,HardWood,
2333,Other,1,Carpet,
6452,Guest Bedroom,1,Carpet,
2075,Master Bedroom,0,HardWood,
4607,Guest Bedroom,0,HardWood,
10928,Guest Bedroom,0,HardWood,
8914,Other,1,Laminate,
6794,Guest Bedroom,1,Other,
5846,Other,1,HardWood,
2857,Master Bedroom,1,Laminate,
9294,Master Bedroom,0,HardWood,
8831,Other,1,Laminate,
1444,Other,0,HardWood,
7986,Guest Bedroom,1,Laminate,
981,Guest Bedroom,0,Carpet,
1584,Other,0,Laminate,
10978,Guest Bedroom,1,HardWood,
1596,Guest Bedroom,1,Other,
6899,Other,1,Carpet,
6584,Other,1,Laminate,
1538,Master Bedroom,0,Other,
1520,Other,0,Laminate,
1737,Master Bedroom,1,HardWood,
5516,Guest Bedroom,1,Laminate,
4927,Guest Bedroom,1,Other,
11044,Other,0,Carpet,
11553,Guest Bedroom,1,Other,
11448,Other,1,HardWood,
11525,Master Bedroom,0,Carpet,
1034,Guest Bedroom,0,HardWood,
567,Guest Bedroom,1,Carpet,
6571,Guest Bedroom,1,Laminate,
7329,Other,0,Carpet,
9408,Master Bedroom,0,Carpet,
5220,Guest Bedroom,1,Carpet,
325,Guest Bedroom,0,HardWood,
10894,Other,0,Other,
10117,Master Bedroom,1,Other,
10673,Guest Bedroom,1,Laminate,
3055,Guest Bedroom,0,Laminate,
4823,Other,0,Laminate,
7948,Guest Bedroom,1,Carpet,
9668,Guest Bedroom,0,Carpet,
6592,Guest Bedroom,1,Laminate,
3714,Other,1,Laminate,
1495,Guest Bedroom,1,Laminate,
3245,Other,0,Laminate,
9280,Other,1,HardWood,
9033,Other,1,HardWood,
10209,Guest Bedroom,0,Carpet,
4528,Guest Bedroom,1,Laminate,
7632,Master Bedroom,0,Carpet,
7158,Master Bedroom,0,Carpet,
7044,Other,1,Carpet,
5915,Master Bedroom,1,Other,
6624,Guest Bedroom,0,Other,
7964,Other,0,Carpet,
6274,Guest Bedroom,0,Other,
9924,Other,0,HardWood,
7880,Master Bedroom,0,HardWood,
5714,Guest Bedroom,1,Carpet,
7987,Guest Bedroom,1,HardWood,
5610,Master Bedroom,1,HardWood,
3357,Other,0,Laminate,
3154,Other,0,Other,
982,Other,0,HardWood,
10596,Master Bedroom,0,Other,
3519,Guest Bedroom,1,Laminate,
5352,Other,0,Other,
8884,Master Bedroom,1,Other,
